time,open,high,low,close,RSI,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2025-07-13T18:34:00-04:00,110.8125,110.8125,110.8125,110.8125,41.44359532484215,NaN,NaN,NaN,NaN
2025-07-13T18:35:00-04:00,110.8125,110.8125,110.8125,110.8125,41.44359532484215,NaN,NaN,NaN,NaN
2025-07-13T18:36:00-04:00,110.8125,110.8125,110.8125,110.8125,41.44359532484215,NaN,NaN,NaN,NaN
2025-07-13T18:37:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:39:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:40:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:41:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:42:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:43:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:44:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:45:00-04:00,110.828125,110.828125,110.828125,110.828125,54.482112652759724,NaN,NaN,NaN,NaN
2025-07-13T18:46:00-04:00,110.828125,110.828125,110.8125,110.8125,38.83704487688357,NaN,NaN,NaN,NaN
2025-07-13T18:47:00-04:00,110.828125,110.828125,110.828125,110.828125,53.28393694851577,NaN,NaN,NaN,NaN
2025-07-13T18:48:00-04:00,110.828125,110.828125,110.828125,110.828125,53.28393694851576,NaN,NaN,NaN,NaN
2025-07-13T18:49:00-04:00,110.828125,110.828125,110.828125,110.828125,53.28393694851576,NaN,NaN,NaN,NaN
2025-07-13T18:50:00-04:00,110.828125,110.828125,110.828125,110.828125,53.28393694851576,NaN,NaN,NaN,NaN
2025-07-13T18:52:00-04:00,110.828125,110.828125,110.828125,110.828125,53.28393694851576,NaN,NaN,NaN,NaN
2025-07-13T18:59:00-04:00,110.828125,110.828125,110.828125,110.828125,53.28393694851576,NaN,NaN,NaN,NaN
2025-07-13T19:00:00-04:00,110.8125,110.8125,110.8125,110.8125,38.93706359542935,NaN,NaN,NaN,NaN
2025-07-13T19:01:00-04:00,110.828125,110.828125,110.8125,110.8125,38.93706359542935,NaN,NaN,NaN,NaN
2025-07-13T19:02:00-04:00,110.8125,110.8125,110.8125,110.8125,38.93706359542935,NaN,NaN,NaN,NaN
2025-07-13T19:05:00-04:00,110.8125,110.8125,110.8125,110.8125,38.93706359542935,NaN,NaN,NaN,NaN
2025-07-13T19:06:00-04:00,110.8125,110.8125,110.8125,110.8125,38.93706359542934,NaN,NaN,NaN,NaN
2025-07-13T19:07:00-04:00,110.8125,110.8125,110.8125,110.8125,38.93706359542934,NaN,NaN,NaN,NaN
2025-07-13T19:08:00-04:00,110.796875,110.8125,110.796875,110.796875,27.420098144596892,NaN,NaN,NaN,NaN
2025-07-13T19:09:00-04:00,110.8125,110.8125,110.8125,110.8125,44.95420654455815,NaN,NaN,NaN,NaN
2025-07-13T19:10:00-04:00,110.796875,110.8125,110.796875,110.796875,35.67321723506737,NaN,NaN,NaN,NaN
2025-07-13T19:12:00-04:00,110.796875,110.796875,110.796875,110.796875,35.67321723506737,NaN,NaN,NaN,NaN
2025-07-13T19:13:00-04:00,110.796875,110.796875,110.796875,110.796875,35.67321723506737,NaN,NaN,NaN,NaN
2025-07-13T19:14:00-04:00,110.8125,110.8125,110.8125,110.8125,48.859996566795665,NaN,NaN,NaN,NaN
2025-07-13T19:15:00-04:00,110.828125,110.828125,110.8125,110.828125,58.10825648352651,NaN,NaN,NaN,NaN
2025-07-13T19:16:00-04:00,110.8125,110.8125,110.8125,110.8125,48.636212525136926,NaN,NaN,NaN,NaN
2025-07-13T19:17:00-04:00,110.8125,110.8125,110.8125,110.8125,48.63621252513693,NaN,NaN,NaN,NaN
2025-07-13T19:18:00-04:00,110.8125,110.8125,110.8125,110.8125,48.63621252513693,NaN,NaN,NaN,NaN
2025-07-13T19:19:00-04:00,110.8125,110.8125,110.8125,110.8125,48.636212525136926,NaN,NaN,NaN,NaN
2025-07-13T19:20:00-04:00,110.8125,110.8125,110.8125,110.8125,48.63621252513693,NaN,NaN,NaN,NaN
2025-07-13T19:21:00-04:00,110.8125,110.8125,110.8125,110.8125,48.63621252513692,NaN,NaN,NaN,NaN
2025-07-13T19:23:00-04:00,110.828125,110.828125,110.828125,110.828125,59.04921920607006,NaN,NaN,NaN,NaN
2025-07-13T19:25:00-04:00,110.8125,110.8125,110.8125,110.8125,48.46753647784054,NaN,NaN,NaN,NaN
2025-07-13T19:29:00-04:00,110.828125,110.828125,110.828125,110.828125,56.8037898354544,NaN,NaN,NaN,NaN
2025-07-13T19:30:00-04:00,110.828125,110.84375,110.828125,110.828125,56.8037898354544,NaN,NaN,NaN,NaN
2025-07-13T19:31:00-04:00,110.84375,110.84375,110.84375,110.84375,63.62765807670275,NaN,NaN,NaN,NaN
2025-07-13T19:32:00-04:00,110.84375,110.859375,110.84375,110.859375,68.9158651725559,NaN,NaN,NaN,NaN
2025-07-13T19:33:00-04:00,110.84375,110.859375,110.84375,110.859375,68.9158651725559,NaN,NaN,NaN,NaN
2025-07-13T19:35:00-04:00,110.84375,110.84375,110.828125,110.828125,51.53597437196442,NaN,NaN,NaN,NaN
2025-07-13T19:36:00-04:00,110.84375,110.84375,110.828125,110.84375,57.33029071975142,NaN,NaN,NaN,NaN
2025-07-13T19:37:00-04:00,110.84375,110.84375,110.84375,110.84375,57.33029071975142,NaN,NaN,NaN,NaN
2025-07-13T19:38:00-04:00,110.84375,110.84375,110.84375,110.84375,57.33029071975142,NaN,NaN,NaN,NaN
2025-07-13T19:41:00-04:00,110.84375,110.84375,110.84375,110.84375,57.33029071975142,NaN,NaN,NaN,NaN
2025-07-13T19:42:00-04:00,110.84375,110.84375,110.84375,110.84375,57.33029071975141,NaN,NaN,NaN,NaN
2025-07-13T19:43:00-04:00,110.84375,110.84375,110.84375,110.84375,57.33029071975141,NaN,NaN,NaN,NaN
2025-07-13T19:44:00-04:00,110.84375,110.84375,110.84375,110.84375,57.33029071975142,NaN,NaN,NaN,NaN
2025-07-13T19:45:00-04:00,110.84375,110.859375,110.84375,110.859375,64.46712822966009,NaN,NaN,NaN,NaN
2025-07-13T19:46:00-04:00,110.859375,110.859375,110.859375,110.859375,64.46712822966009,NaN,NaN,NaN,NaN
2025-07-13T19:47:00-04:00,110.84375,110.84375,110.84375,110.84375,53.9935036745844,NaN,NaN,NaN,NaN
2025-07-13T19:48:00-04:00,110.84375,110.84375,110.84375,110.84375,53.9935036745844,NaN,NaN,NaN,NaN
2025-07-13T19:49:00-04:00,110.84375,110.84375,110.84375,110.84375,53.9935036745844,NaN,NaN,NaN,NaN
2025-07-13T19:50:00-04:00,110.828125,110.828125,110.828125,110.828125,44.885576750843136,NaN,NaN,NaN,NaN
2025-07-13T19:51:00-04:00,110.828125,110.828125,110.8125,110.8125,37.98514184646179,NaN,NaN,NaN,NaN
2025-07-13T19:52:00-04:00,110.8125,110.8125,110.8125,110.8125,37.98514184646179,NaN,NaN,NaN,NaN
2025-07-13T19:53:00-04:00,110.796875,110.8125,110.796875,110.796875,32.23738007423049,NaN,NaN,NaN,NaN
