timestamp,Close
2025-07-07 08:45:00,111.140625
2025-07-07 08:50:00,111.15625
2025-07-07 08:55:00,111.109375
2025-07-07 09:00:00,111.1875
2025-07-07 09:05:00,111.15625
2025-07-07 09:10:00,111.109375
2025-07-07 09:15:00,111.109375
2025-07-07 09:20:00,111.09375
2025-07-07 09:25:00,111.109375
2025-07-07 09:30:00,111.078125
2025-07-07 09:35:00,111.078125
2025-07-07 09:40:00,111.0625
2025-07-07 09:45:00,111.0625
2025-07-07 09:50:00,111.0625
2025-07-07 09:55:00,111.078125
2025-07-07 10:00:00,111.078125
2025-07-07 10:05:00,111.0625
2025-07-07 10:10:00,111.0625
2025-07-07 10:15:00,111.046875
2025-07-07 10:20:00,111.03125
2025-07-07 10:25:00,111.015625
2025-07-07 10:30:00,111.015625
2025-07-07 10:35:00,111.046875
2025-07-07 10:40:00,111.03125
2025-07-07 10:45:00,111.03125
2025-07-07 10:50:00,111.03125
2025-07-07 10:55:00,111.015625
2025-07-07 11:00:00,111.0
2025-07-07 11:05:00,111.015625
2025-07-07 11:10:00,111.0
2025-07-07 11:15:00,110.984375
2025-07-07 11:20:00,110.96875
2025-07-07 11:25:00,110.953125
2025-07-07 11:30:00,110.96875
2025-07-07 11:35:00,110.96875
2025-07-07 11:40:00,110.96875
2025-07-07 11:45:00,110.953125
2025-07-07 11:50:00,110.96875
2025-07-07 11:55:00,110.953125
2025-07-07 12:00:00,110.96875
2025-07-07 12:05:00,111.0
2025-07-07 12:10:00,111.0
2025-07-07 12:15:00,111.0
2025-07-07 12:20:00,111.03125
2025-07-07 12:25:00,111.015625
2025-07-07 12:30:00,110.96875
2025-07-07 12:35:00,110.984375
2025-07-07 12:40:00,110.96875
2025-07-07 12:45:00,111.0
2025-07-07 12:50:00,111.015625
2025-07-07 12:55:00,111.015625
2025-07-07 13:00:00,111.03125
2025-07-07 13:05:00,111.03125
2025-07-07 13:10:00,111.015625
2025-07-07 13:15:00,111.03125
2025-07-07 13:20:00,111.03125
2025-07-07 13:25:00,111.03125
2025-07-07 13:30:00,110.984375
2025-07-07 13:35:00,110.96875
2025-07-07 13:40:00,110.953125
2025-07-07 13:45:00,110.96875
2025-07-07 13:50:00,110.96875
2025-07-07 13:55:00,110.96875
2025-07-07 14:00:00,110.984375
2025-07-07 14:05:00,110.984375
2025-07-07 14:10:00,110.953125
2025-07-07 14:15:00,110.953125
2025-07-07 14:20:00,110.953125
2025-07-07 14:25:00,110.953125
2025-07-07 14:30:00,110.9375
2025-07-07 14:35:00,110.9375
2025-07-07 14:40:00,110.9375
2025-07-07 14:45:00,110.921875
2025-07-07 14:50:00,110.9375
2025-07-07 14:55:00,110.9375
2025-07-07 15:00:00,110.921875
2025-07-07 15:05:00,110.953125
2025-07-07 15:10:00,110.96875
2025-07-07 15:15:00,110.953125
2025-07-07 15:20:00,110.953125
2025-07-07 15:25:00,110.953125
2025-07-07 15:30:00,111.0
2025-07-07 15:35:00,111.0
2025-07-07 15:40:00,111.0
2025-07-07 15:45:00,110.96875
2025-07-07 15:50:00,111.0
2025-07-07 15:55:00,111.0
2025-07-07 16:00:00,110.96875
