timestamp,current_price,NBM_dips_remaining_1,NBM_dips_remaining_1.5,NBM_dips_remaining_2,NBM_dips_remaining_2.5,NBM_dips_remaining_3,NBM_dips_remaining_4,NBM_dips_remaining_5,NBM_position_1,NBM_position_1.5,NBM_position_2,NBM_position_2.5,NBM_position_3,NBM_position_4,NBM_position_5,NAM_rises_remaining_1,NAM_rises_remaining_1.5,NAM_rises_remaining_2,NAM_rises_remaining_2.5,NAM_rises_remaining_3,NAM_rises_remaining_4,NAM_rises_remaining_5,NAM_position_1,NAM_position_1.5,NAM_position_2,NAM_position_2.5,NAM_position_3,NAM_position_4,NAM_position_5,NBM_dip_bps_1,NBM_percentile_1,NBM_dip_bps_1.5,NBM_percentile_1.5,NBM_dip_bps_2,NBM_percentile_2,NBM_dip_bps_2.5,NBM_percentile_2.5,NBM_dip_bps_3,NBM_percentile_3,NBM_dip_bps_4,NBM_percentile_4,NBM_dip_bps_5,NBM_percentile_5,NBM_anchor_point_1,NBM_anchor_point_1.5,NBM_anchor_point_2,NBM_anchor_point_2.5,NBM_anchor_point_3,NBM_anchor_point_4,NBM_anchor_point_5,NAM_rises_bps_1,NAM_percentile_1,NAM_rises_bps_1.5,NAM_percentile_1.5,NAM_rises_bps_2,NAM_percentile_2,NAM_rises_bps_2.5,NAM_percentile_2.5,NAM_rises_bps_3,NAM_percentile_3,NAM_rises_bps_4,NAM_percentile_4,NAM_rises_bps_5,NAM_percentile_5,NAM_anchor_point_1,NAM_anchor_point_1.5,NAM_anchor_point_2,NAM_anchor_point_2.5,NAM_anchor_point_3,NAM_anchor_point_4,NAM_anchor_point_5
2025-07-25 10:22:14,110.8125,20.75,20.75,22.4,23.48,21.91,22.57,22.78,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.6,21.73,21.34,21.93,22.2,22.79,23.3,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.25,0.0,0.25,0.0,0.5,0.0,0.5,0.0,2.25,0.0,2.25,0.0,2.25,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.75,0.0,0.75,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,3.0,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:19,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:24,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:29,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:35,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:40,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:45,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:50,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:22:55,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:00,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:05,110.796875,20.5,20.5,22.15,23.23,21.66,22.32,22.53,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.59,22.18,22.45,23.04,23.55,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.5,0.0,0.5,0.0,0.75,0.0,0.75,0.0,2.5,0.0,2.5,0.0,2.5,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.25,0.0,1.25,0.0,1.25,0.0,1.25,0.0,2.75,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:10,110.78125,20.25,20.25,21.9,22.98,21.41,22.07,22.28,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,21.84,22.43,22.7,23.29,23.8,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.75,0.0,0.75,0.0,1.0,0.0,1.0,0.0,2.75,0.0,2.75,0.0,2.75,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.5,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:15,110.78125,20.25,20.25,21.9,22.98,21.41,22.07,22.28,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,21.84,22.43,22.7,23.29,23.8,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,0.75,0.0,0.75,0.0,1.0,0.0,1.0,0.0,2.75,0.0,2.75,0.0,2.75,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.5,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:20,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.09,22.68,22.95,23.54,24.05,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:25,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.09,22.68,22.95,23.54,24.05,112.1625,112.170625,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.765625,110.765625,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:30,110.75,19.75,19.75,21.4,22.48,20.91,21.57,21.78,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.34,22.93,23.2,23.79,24.3,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.25,0.0,1.25,0.0,1.5,0.0,1.5,0.0,3.25,0.0,3.25,0.0,3.25,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:35,110.75,19.75,19.75,21.4,22.48,20.91,21.57,21.78,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.34,22.93,23.2,23.79,24.3,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.25,0.0,1.25,0.0,1.5,0.0,1.5,0.0,3.25,0.0,3.25,0.0,3.25,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:40,110.75,19.75,19.75,21.4,22.48,20.91,21.57,21.78,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.34,22.93,23.2,23.79,24.3,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.25,0.0,1.25,0.0,1.5,0.0,1.5,0.0,3.25,0.0,3.25,0.0,3.25,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:45,110.75,19.75,19.75,21.4,22.48,20.91,21.57,21.78,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.34,22.93,23.2,23.79,24.3,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.25,0.0,1.25,0.0,1.5,0.0,1.5,0.0,3.25,0.0,3.25,0.0,3.25,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:50,110.75,19.75,19.75,21.4,22.48,20.91,21.57,21.78,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.35,22.48,22.34,22.93,23.2,23.79,24.3,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.25,0.0,1.25,0.0,1.5,0.0,1.5,0.0,3.25,0.0,3.25,0.0,3.25,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:23:55,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,22.09,22.68,22.95,23.54,24.05,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:00,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,22.09,22.68,22.95,23.54,24.05,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:05,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,22.09,22.68,22.95,23.54,24.05,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:10,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,22.09,22.68,22.95,23.54,24.05,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:15,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,22.09,22.68,22.95,23.54,24.05,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:20,110.765625,20.0,20.0,21.65,22.73,21.16,21.82,22.03,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,22.1,22.23,22.09,22.68,22.95,23.54,24.05,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,1.0,0.0,1.0,0.0,1.25,0.0,1.25,0.0,3.0,0.0,3.0,0.0,3.0,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.25,0.0,0.25,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,2.25,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:26,110.78125,20.25,20.25,21.9,22.98,21.41,22.07,22.28,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.84,22.43,22.7,23.29,23.8,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,0.75,0.0,0.75,0.0,1.0,0.0,1.0,0.0,2.75,0.0,2.75,0.0,2.75,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.5,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
2025-07-25 10:24:31,110.78125,20.25,20.25,21.9,22.98,21.41,22.07,22.28,109.515625,109.515625,109.4125,109.345,109.443125,109.401875,109.38875,21.85,21.98,21.84,22.43,22.7,23.29,23.8,112.146875,112.155,112.14625,112.183125,112.2,112.236875,112.26875,0.75,0.0,0.75,0.0,1.0,0.0,1.0,0.0,2.75,0.0,2.75,0.0,2.75,0.0,110.828125,110.828125,110.84375,110.84375,110.953125,110.953125,110.953125,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.5,0.0,110.75,110.75,110.71875,110.71875,110.71875,110.71875,110.625
