2025-07-12 16:43:56,986 | INFO | __main__ | ============================================================
2025-07-12 16:43:56,987 | INFO | __main__ | TT Continuous Fill Monitor
2025-07-12 16:43:56,987 | INFO | __main__ | ============================================================
2025-07-12 16:43:56,987 | INFO | __main__ | Environment: SIM
2025-07-12 16:43:56,988 | INFO | __main__ | Poll interval: 10 seconds
2025-07-12 16:43:56,988 | INFO | __main__ | Output directory: C:\Users\YamanSanghavi\Desktop\scenario_ladder_standalone\data\output\ladder
2025-07-12 16:43:56,988 | INFO | __main__ | Max retries: 5
2025-07-12 16:43:56,989 | INFO | __main__ | ============================================================
2025-07-12 16:43:56,989 | INFO | __main__ | Press Ctrl+C to stop monitoring
2025-07-12 16:43:56,989 | INFO | __main__ | ============================================================
2025-07-12 16:43:56,998 | INFO | __main__ | Starting Fill Monitor...
2025-07-12 16:43:57,264 | INFO | __main__ | Token manager initialized successfully
2025-07-12 16:43:57,271 | INFO | __main__ | Resuming from timestamp: 1751914389377788586
2025-07-12 16:43:58,716 | INFO | __main__ | Retrieved 3 fills from API
2025-07-12 16:44:00,029 | INFO | __main__ | Successfully loaded market enums
2025-07-12 16:44:02,628 | INFO | __main__ | Saved 2 new unique fills to CSV
2025-07-12 16:44:02,628 | INFO | __main__ | Processed 2 new fills. Latest timestamp: 1752278999681892010
2025-07-12 16:44:13,008 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:44:23,336 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:44:33,783 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:44:44,240 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:44:54,519 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:45:04,781 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:45:15,026 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:45:25,263 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:45:35,565 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:45:45,842 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:45:56,070 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:46:06,283 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:46:16,568 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:46:26,873 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:46:37,062 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:46:47,282 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:46:57,501 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:47:07,781 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:47:17,982 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:47:28,204 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:47:38,423 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:47:48,684 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:47:58,946 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:48:09,193 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:48:19,467 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:48:29,662 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:48:39,941 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:48:50,199 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 16:49:00,650 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:11:49,494 | INFO | __main__ | ============================================================
2025-07-12 17:11:49,495 | INFO | __main__ | TT Continuous Fill Monitor
2025-07-12 17:11:49,495 | INFO | __main__ | ============================================================
2025-07-12 17:11:49,495 | INFO | __main__ | Environment: SIM
2025-07-12 17:11:49,495 | INFO | __main__ | Poll interval: 10 seconds
2025-07-12 17:11:49,495 | INFO | __main__ | Output directory: C:\Users\YamanSanghavi\Desktop\scenario_ladder_standalone\data\output\ladder
2025-07-12 17:11:49,495 | INFO | __main__ | Max retries: 5
2025-07-12 17:11:49,495 | INFO | __main__ | ============================================================
2025-07-12 17:11:49,495 | INFO | __main__ | Press Ctrl+C to stop monitoring
2025-07-12 17:11:49,495 | INFO | __main__ | ============================================================
2025-07-12 17:11:49,498 | INFO | __main__ | Initialized CSV file: C:\Users\YamanSanghavi\Desktop\scenario_ladder_standalone\data\output\ladder\continuous_fills.csv
2025-07-12 17:11:49,498 | INFO | __main__ | Starting Fill Monitor...
2025-07-12 17:11:49,498 | INFO | __main__ | Token manager initialized successfully
2025-07-12 17:11:51,989 | INFO | __main__ | Retrieved 302 fills from API
2025-07-12 17:11:53,127 | INFO | __main__ | Successfully loaded market enums
2025-07-12 17:13:03,670 | INFO | __main__ | Saved 302 new unique fills to CSV
2025-07-12 17:13:03,671 | INFO | __main__ | Processed 302 new fills. Latest timestamp: 1752278999681892010
2025-07-12 17:13:13,878 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:13:24,320 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:13:34,688 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:13:45,061 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:13:55,315 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:14:05,534 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:14:15,811 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:14:26,016 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:14:36,231 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:14:46,511 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:14:56,733 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:15:06,974 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:15:17,259 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:15:27,490 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:15:37,796 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:15:48,062 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:15:58,339 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:16:08,641 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:16:18,851 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:16:29,128 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:16:39,391 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:16:49,722 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:17:00,183 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:17:10,422 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:17:20,652 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:17:30,893 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:17:41,160 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:17:51,480 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:18:01,716 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:18:11,931 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:18:22,204 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:18:32,689 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:18:42,986 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:18:53,240 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:19:03,485 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:19:13,863 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:19:24,213 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:19:34,412 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:19:44,722 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:19:54,988 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:20:05,200 | INFO | __main__ | Retrieved 1 fills from API
2025-07-12 17:20:15,456 | INFO | __main__ | Retrieved 1 fills from API
