2025-08-04 09:57:21,265 | INFO | __main__ | ============================================================
2025-08-04 09:57:21,265 | INFO | __main__ | TT Continuous Fill Monitor
2025-08-04 09:57:21,266 | INFO | __main__ | ============================================================
2025-08-04 09:57:21,266 | INFO | __main__ | Environment: SIM
2025-08-04 09:57:21,266 | INFO | __main__ | Poll interval: 1 seconds
2025-08-04 09:57:21,266 | INFO | __main__ | Output directory: C:\Users\YamanSanghavi\Desktop\scenario_ladder_standalone - Yaman\data\output\ladder
2025-08-04 09:57:21,267 | INFO | __main__ | Max retries: 5
2025-08-04 09:57:21,267 | INFO | __main__ | ============================================================
2025-08-04 09:57:21,268 | INFO | __main__ | Press Ctrl+C to stop monitoring
2025-08-04 09:57:21,268 | INFO | __main__ | ============================================================
2025-08-04 09:57:21,278 | INFO | __main__ | Starting Fill Monitor...
2025-08-04 09:57:21,541 | INFO | __main__ | Token manager initialized successfully
2025-08-04 09:57:21,548 | INFO | __main__ | Resuming from timestamp: 1753833174448473645
2025-08-04 09:57:23,120 | INFO | __main__ | Retrieved 49 fills from API
2025-08-04 09:57:25,393 | INFO | __main__ | Successfully loaded market enums
2025-08-04 09:57:51,858 | INFO | __main__ | Saved 48 new unique fills to CSV
2025-08-04 09:57:51,858 | INFO | __main__ | Processed 48 new fills. Latest timestamp: 1754315641126955112
2025-08-04 09:57:53,186 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:57:54,457 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:57:55,659 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:57:56,911 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:57:58,180 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:57:59,441 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:00,702 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:02,021 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:03,357 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:04,690 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:05,885 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:07,165 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:08,361 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:09,591 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:10,812 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:11,999 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:13,297 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:14,539 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:15,864 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:17,110 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:18,353 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:19,603 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:20,814 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:22,001 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:23,178 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:24,482 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:25,765 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:27,042 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:28,207 | INFO | __main__ | Retrieved 1 fills from API
2025-08-04 09:58:29,509 | INFO | __main__ | Retrieved 1 fills from API
